date,open,high,low,close,volume,year,month,day,day_of_week,quarter
2022-07-11,1168.14,1169.19,1095.0,1097.24,0,2022,7,11,0,3
2022-07-10,1216.9,1216.9,1157.18,1168.4,0,2022,7,10,6,3
2022-07-09,1222.31,1228.77,1209.38,1216.98,0,2022,7,9,5,3
2022-07-08,1237.58,1262.89,1200.63,1222.51,0,2022,7,8,4,3
2022-07-07,1186.96,1246.89,1165.62,1237.59,0,2022,7,7,3,3
2022-07-06,1134.82,1193.64,1116.25,1186.97,0,2022,7,6,2,3
2022-07-05,1150.51,1165.68,1086.83,1134.54,0,2022,7,5,1,3
2022-07-04,1073.79,1152.94,1048.4,1151.06,0,2022,7,4,0,3
2022-07-03,1066.47,1083.42,1044.01,1073.77,0,2022,7,3,6,3
2022-07-02,1060.12,1073.05,1033.96,1066.51,0,2022,7,2,5,3
2022-07-01,1068.32,1100.22,1040.15,1059.77,0,2022,7,1,4,3
2022-06-30,1099.35,1103.69,1009.09,1067.3,0,2022,6,30,3,2
2022-06-29,1144.52,1152.68,1092.1,1098.94,0,2022,6,29,2,2
2022-06-28,1193.25,1229.74,1141.16,1144.58,0,2022,6,28,1,2
2022-06-27,1199.71,1234.18,1179.79,1193.68,0,2022,6,27,0,2
2022-06-26,1242.99,1272.13,1199.41,1199.83,0,2022,6,26,6,2
2022-06-25,1226.72,1246.39,1184.56,1243.45,0,2022,6,25,5,2
2022-06-24,1143.2,1238.62,1134.51,1226.84,0,2022,6,24,4,2
2022-06-23,1051.33,1146.49,1050.22,1143.39,0,2022,6,23,3,2
2022-06-22,1125.37,1126.26,1049.76,1051.42,0,2022,6,22,2,2
2022-06-21,1127.51,1185.43,1112.57,1124.82,0,2022,6,21,1,2
2022-06-20,1127.66,1159.99,1066.11,1127.64,0,2022,6,20,0,2
2022-06-19,993.4,1142.34,943.12,1127.66,0,2022,6,19,6,2
2022-06-18,1086.38,1095.17,896.11,993.64,0,2022,6,18,5,2
2022-06-17,1067.99,1112.47,1060.87,1086.52,0,2022,6,17,4,2
2022-06-16,1233.6,1246.14,1058.78,1067.73,0,2022,6,16,3,2
2022-06-15,1211.37,1236.63,1025.68,1233.21,0,2022,6,15,2,2
2022-06-14,1204.56,1252.47,1094.7,1211.66,0,2022,6,14,1,2
2022-06-13,1443.84,1448.74,1181.95,1204.58,0,2022,6,13,0,2
2022-06-12,1530.19,1539.71,1436.18,1445.22,0,2022,6,12,6,2
2022-06-11,1665.22,1679.31,1507.04,1529.66,0,2022,6,11,5,2
2022-06-10,1789.69,1797.61,1663.43,1665.04,0,2022,6,10,4,2
2022-06-09,1793.51,1827.29,1779.87,1789.83,0,2022,6,9,3,2
2022-06-08,1814.1,1830.68,1770.23,1793.57,0,2022,6,8,2,2
2022-06-07,1859.33,1862.91,1729.41,1814.05,0,2022,6,7,1,2
2022-06-06,1805.64,1915.03,1804.99,1859.29,0,2022,6,6,0,2
2022-06-05,1801.82,1825.86,1777.13,1805.2,0,2022,6,5,6,2
2022-06-04,1775.22,1810.3,1751.53,1801.61,0,2022,6,4,5,2
2022-06-03,1834.14,1840.06,1746.51,1775.08,0,2022,6,3,4,2
2022-06-02,1822.41,1845.31,1789.66,1834.15,0,2022,6,2,3,2
2022-06-01,1942.05,1965.17,1776.05,1823.57,0,2022,6,1,2,2
2022-05-31,1996.41,2005.49,1932.35,1942.33,0,2022,5,31,1,2
2022-05-30,1811.89,2005.21,1804.46,1996.44,0,2022,5,30,0,2
2022-05-29,1792.18,1818.78,1765.94,1812.03,0,2022,5,29,6,2
2022-05-28,1724.64,1757.94,1724.64,1757.94,0,2022,5,28,5,2
2022-05-27,1802.54,1814.66,1721.26,1724.92,0,2022,5,27,4,2
2022-05-26,1945.03,1962.17,1759.2,1803.91,0,2022,5,26,3,2
2022-05-25,1978.68,2014.37,1943.94,1944.83,0,2022,5,25,2,2
2022-05-24,1972.39,1991.54,1920.69,1978.98,0,2022,5,24,1,2
2022-05-23,2042.34,2080.33,1964.39,1972.18,0,2022,5,23,0,2
2022-05-22,1974.67,2047.19,1966.04,2043.17,0,2022,5,22,6,2
2022-05-21,1961.02,1985.4,1944.27,1974.52,0,2022,5,21,5,2
2022-05-20,2018.0,2054.8,1926.68,1961.32,0,2022,5,20,4,2
2022-05-19,1916.15,2028.39,1907.02,2018.34,0,2022,5,19,3,2
2022-05-18,2090.46,2102.33,1916.66,1916.66,0,2022,5,18,2,2
2022-05-17,2022.88,2113.06,2015.97,2090.41,0,2022,5,17,1,2
2022-05-16,2145.84,2145.84,1988.81,2022.73,0,2022,5,16,0,2
2022-05-15,2056.18,2147.19,2008.16,2145.71,0,2022,5,15,6,2
2022-05-14,2014.28,2063.43,1956.57,2056.27,0,2022,5,14,5,2
2022-05-13,1960.12,2139.71,1941.98,2014.42,0,2022,5,13,4,2
2022-05-12,2072.5,2170.46,1748.3,1961.7,0,2022,5,12,3,2
2022-05-11,2342.75,2441.08,2018.86,2072.11,0,2022,5,11,2,2
2022-05-10,2242.65,2450.76,2206.76,2343.51,0,2022,5,10,1,2
2022-05-09,2518.51,2528.26,2238.06,2245.43,0,2022,5,9,0,2
2022-05-08,2636.12,2638.83,2498.43,2517.46,0,2022,5,8,6,2
2022-05-07,2694.99,2696.65,2599.52,2636.09,0,2022,5,7,5,2
2022-05-06,2748.93,2754.84,2645.34,2694.98,0,2022,5,6,4,2
2022-05-05,2940.23,2948.96,2704.92,2749.21,0,2022,5,5,3,2
2022-05-04,2783.13,2956.69,2779.27,2940.64,0,2022,5,4,2,2
2022-05-03,2857.15,2859.19,2762.12,2783.48,0,2022,5,3,1,2
2022-05-02,2827.61,2874.15,2785.52,2857.41,0,2022,5,2,0,2
2022-05-01,2729.99,2838.7,2728.08,2827.76,0,2022,5,1,6,2
2022-04-30,2815.53,2836.83,2727.41,2730.19,0,2022,4,30,5,2
2022-04-29,2936.78,2943.45,2782.44,2815.6,0,2022,4,29,4,2
2022-04-28,2888.85,2973.14,2861.82,2936.94,0,2022,4,28,3,2
2022-04-27,2808.65,2911.88,2802.27,2888.93,0,2022,4,27,2,2
2022-04-26,3008.95,3026.42,2786.25,2808.3,0,2022,4,26,1,2
2022-04-25,2922.99,3018.42,2804.51,3009.39,0,2022,4,25,0,2
2022-04-24,2937.35,2961.88,2922.13,2922.73,0,2022,4,24,6,2
2022-04-23,2964.8,2975.32,2926.74,2938.11,0,2022,4,23,5,2
2022-04-22,2986.94,3024.85,2942.36,2964.84,0,2022,4,22,4,2
2022-04-21,3077.83,3173.45,2962.41,2987.48,0,2022,4,21,3,2
2022-04-20,3103.94,3157.89,3045.29,3077.75,0,2022,4,20,2,2
2022-04-19,3057.57,3125.08,3035.54,3104.11,0,2022,4,19,1,2
2022-04-18,2993.48,3062.52,2893.91,3057.61,0,2022,4,18,0,2
2022-04-17,3061.88,3075.78,2989.04,2993.4,0,2022,4,17,6,2
2022-04-16,3041.12,3074.89,3016.42,3062.31,0,2022,4,16,5,2
2022-04-15,3020.13,3044.29,3001.12,3040.92,0,2022,4,15,4,2
2022-04-14,3117.82,3139.93,2988.44,3019.91,0,2022,4,14,3,2
2022-04-13,3029.88,3123.58,3006.48,3118.34,0,2022,4,13,2,2
2022-04-12,2981.42,3077.45,2957.87,3030.38,0,2022,4,12,1,2
2022-04-11,3209.58,3214.46,2962.76,2981.05,0,2022,4,11,0,2
2022-04-10,3261.29,3303.0,3211.87,3211.87,0,2022,4,10,6,2
2022-04-09,3191.98,3261.96,3187.47,3261.92,0,2022,4,9,5,2
2022-04-08,3233.27,3301.61,3179.14,3192.07,0,2022,4,8,4,2
2022-04-07,3172.2,3263.47,3155.58,3233.27,0,2022,4,7,3,2
2022-04-06,3411.67,3411.67,3171.21,3171.69,0,2022,4,6,2,2
2022-04-05,3521.24,3546.71,3410.55,3411.79,0,2022,4,5,1,2
2022-04-04,3522.36,3535.15,3422.0,3521.24,0,2022,4,4,0,2
2022-04-03,3444.81,3573.96,3421.26,3522.83,0,2022,4,3,6,2
2022-04-02,3449.79,3521.28,3442.0,3445.06,0,2022,4,2,5,2
2022-04-01,3282.58,3467.56,3223.89,3449.55,0,2022,4,1,4,2
2022-03-31,3385.29,3435.13,3272.93,3281.64,0,2022,3,31,3,1
2022-03-30,3401.53,3435.29,3349.24,3385.16,0,2022,3,30,2,1
2022-03-29,3335.02,3470.19,3335.02,3401.99,0,2022,3,29,1,1
2022-03-28,3292.32,3424.02,3279.03,3336.63,0,2022,3,28,0,1
2022-03-27,3143.8,3291.58,3130.0,3291.58,0,2022,3,27,6,1
2022-03-26,3106.41,3146.83,3091.83,3143.18,0,2022,3,26,5,1
2022-03-25,3108.45,3183.96,3087.49,3106.67,0,2022,3,25,4,1
2022-03-24,3031.06,3118.39,3012.33,3108.06,0,2022,3,24,3,1
2022-03-23,2973.15,3036.75,2933.31,3031.07,0,2022,3,23,2,1
2022-03-22,2897.77,3040.38,2892.54,2973.13,0,2022,3,22,1,1
2022-03-21,2860.1,2954.56,2838.25,2897.98,0,2022,3,21,0,1
2022-03-20,2946.55,2956.97,2826.11,2860.46,0,2022,3,20,6,1
2022-03-19,2944.72,2979.99,2910.8,2946.26,0,2022,3,19,5,1
2022-03-18,2814.43,2973.62,2774.86,2945.34,0,2022,3,18,4,1
2022-03-17,2771.96,2826.16,2751.56,2814.85,0,2022,3,17,3,1
2022-03-16,2620.03,2781.31,2610.76,2772.06,0,2022,3,16,2,1
2022-03-15,2590.67,2662.33,2515.77,2620.15,0,2022,3,15,1,1
2022-03-14,2518.49,2604.03,2505.3,2590.7,0,2022,3,14,0,1
2022-03-13,2573.49,2594.55,2503.89,2518.94,0,2022,3,13,6,1
2022-03-12,2559.66,2606.44,2559.13,2574.75,0,2022,3,12,5,1
2022-03-11,2608.27,2664.56,2534.69,2559.56,0,2022,3,11,4,1
2022-03-10,2729.12,2729.12,2566.19,2608.05,0,2022,3,10,3,1
2022-03-09,2577.17,2761.8,2573.66,2729.78,0,2022,3,9,2,1
2022-03-08,2497.72,2618.17,2489.76,2576.75,0,2022,3,8,1,1
2022-03-07,2555.3,2639.94,2455.59,2497.77,0,2022,3,7,0,1
2022-03-06,2664.94,2673.64,2555.04,2555.04,0,2022,3,6,6,1
2022-03-05,2618.47,2679.1,2596.99,2664.83,0,2022,3,5,5,1
2022-03-04,2834.99,2835.18,2587.75,2617.16,0,2022,3,4,4,1
2022-03-03,2950.16,2964.67,2797.32,2834.47,0,2022,3,3,3,1
2022-03-02,2972.47,3026.87,2919.94,2950.12,0,2022,3,2,2,1
2022-03-01,2919.78,3029.65,2868.94,2972.49,0,2022,3,1,1,1
2022-02-28,2621.17,2929.18,2586.39,2919.2,0,2022,2,28,0,1
2022-02-27,2780.5,2831.13,2581.62,2621.8,0,2022,2,27,6,1
2022-02-26,2764.99,2849.42,2745.01,2781.11,0,2022,2,26,5,1
2022-02-25,2598.44,2821.97,2579.21,2764.54,0,2022,2,25,4,1
2022-02-24,2588.17,2689.05,2308.91,2598.07,0,2022,2,24,3,1
2022-02-23,2639.45,2741.37,2587.41,2590.36,0,2022,2,23,2,1
2022-02-22,2572.9,2648.92,2510.68,2639.3,0,2022,2,22,1,1
2022-02-21,2627.67,2752.46,2568.25,2573.82,0,2022,2,21,0,1
2022-02-20,2763.76,2763.76,2585.95,2628.65,0,2022,2,20,6,1
2022-02-19,2784.87,2826.35,2707.38,2763.7,0,2022,2,19,5,1
2022-02-18,2884.34,2937.31,2761.64,2785.73,0,2022,2,18,4,1
2022-02-17,3126.86,3154.62,2861.85,2881.48,0,2022,2,17,3,1
2022-02-16,3180.45,3181.62,3055.17,3127.83,0,2022,2,16,2,1
2022-02-15,2933.73,3185.52,2917.86,3179.88,0,2022,2,15,1,1
2022-02-14,2880.19,2957.96,2840.26,2933.48,0,2022,2,14,0,1
2022-02-13,2916.79,2947.78,2845.4,2883.46,0,2022,2,13,6,1
2022-02-12,2927.39,2980.08,2870.18,2917.36,0,2022,2,12,5,1
2022-02-11,3077.41,3127.45,2888.71,2927.38,0,2022,2,11,4,1
2022-02-10,3240.11,3271.32,3070.38,3077.48,0,2022,2,10,3,1
2022-02-09,3121.18,3263.16,3063.16,3239.46,0,2022,2,9,2,1
2022-02-08,3143.01,3219.47,3038.38,3122.61,0,2022,2,8,1,1
2022-02-07,3057.42,3182.53,3002.93,3142.47,0,2022,2,7,0,1
2022-02-06,3014.96,3061.26,2965.43,3057.48,0,2022,2,6,6,1
2022-02-05,2984.45,3054.13,2966.78,3014.65,0,2022,2,5,5,1
2022-02-04,2681.06,2983.59,2675.44,2983.59,0,2022,2,4,4,1
2022-02-03,2682.23,2712.48,2587.78,2679.16,0,2022,2,3,3,1
2022-02-02,2791.96,2802.21,2630.12,2682.85,0,2022,2,2,2,1
2022-02-01,2687.9,2802.32,2682.62,2792.12,0,2022,2,1,1,1
2022-01-31,2603.26,2697.74,2489.07,2688.28,0,2022,1,31,0,1
2022-01-30,2598.56,2631.41,2550.46,2603.47,0,2022,1,30,6,1
2022-01-29,2546.59,2627.61,2526.99,2597.08,0,2022,1,29,5,1
2022-01-28,2421.65,2548.78,2367.83,2547.09,0,2022,1,28,4,1
2022-01-27,2467.19,2510.45,2328.45,2423.0,0,2022,1,27,3,1
2022-01-26,2455.58,2705.78,2417.68,2468.03,0,2022,1,26,2,1
2022-01-25,2440.39,2498.51,2359.38,2455.94,0,2022,1,25,1,1
2022-01-24,2535.89,2537.21,2172.3,2440.35,0,2022,1,24,0,1
2022-01-23,2406.92,2542.14,2381.52,2535.04,0,2022,1,23,6,1
2022-01-22,2561.15,2615.25,2330.25,2405.18,0,2022,1,22,5,1
2022-01-21,3002.96,3029.08,2496.81,2557.93,0,2022,1,21,4,1
2022-01-20,3095.27,3265.34,3000.91,3001.12,0,2022,1,20,3,1
2022-01-19,3163.85,3171.16,3055.21,3095.83,0,2022,1,19,2,1
2022-01-18,3212.29,3236.02,3096.12,3164.03,0,2022,1,18,1,1
2022-01-17,3350.95,3355.82,3157.22,3212.3,0,2022,1,17,0,1
2022-01-16,3330.39,3376.4,3291.56,3350.92,0,2022,1,16,6,1
2022-01-15,3309.84,3364.54,3278.67,3330.53,0,2022,1,15,5,1
2022-01-14,3248.65,3330.77,3203.82,3310.0,0,2022,1,14,4,1
2022-01-13,3372.1,3396.97,3247.92,3248.29,0,2022,1,13,3,1
2022-01-12,3238.45,3401.22,3216.72,3372.26,0,2022,1,12,2,1
2022-01-11,3082.99,3247.51,3061.14,3238.11,0,2022,1,11,1,1
2022-01-10,3157.57,3177.21,2947.68,3083.1,0,2022,1,10,0,1
2022-01-09,3091.7,3206.79,3075.91,3157.75,0,2022,1,9,6,1
2022-01-08,3193.5,3240.3,3020.88,3091.97,0,2022,1,8,5,1
2022-01-07,3417.84,3420.46,3117.38,3193.21,0,2022,1,7,4,1
2022-01-06,3549.71,3549.71,3335.38,3418.41,0,2022,1,6,3,1
2022-01-05,3794.27,3842.06,3456.75,3550.39,0,2022,1,5,2,1
2022-01-04,3761.36,3876.79,3723.35,3794.06,0,2022,1,4,1,1
2022-01-03,3829.54,3836.2,3698.05,3761.38,0,2022,1,3,0,1
2022-01-02,3769.3,3836.16,3727.36,3829.56,0,2022,1,2,6,1
2022-01-01,3683.05,3769.92,3682.29,3769.7,0,2022,1,1,5,1
2021-12-31,3713.43,3807.29,3636.87,3682.63,0,2021,12,31,4,4
2021-12-30,3632.22,3767.56,3595.2,3713.85,0,2021,12,30,3,4
2021-12-29,3797.44,3827.98,3612.8,3628.53,0,2021,12,29,2,4
2021-12-28,4037.54,4037.54,3769.28,3800.89,0,2021,12,28,1,4
2021-12-27,4064.75,4126.0,4033.49,4037.55,0,2021,12,27,0,4
2021-12-26,4094.15,4105.02,4013.03,4067.33,0,2021,12,26,6,4
2021-12-25,4049.78,4138.56,4027.93,4093.28,0,2021,12,25,5,4
2021-12-24,4111.35,4134.11,4029.06,4047.98,0,2021,12,24,4,4
2021-12-23,3981.96,4149.03,3897.23,4108.02,0,2021,12,23,3,4
2021-12-22,4018.7,4073.79,3947.69,3982.1,0,2021,12,22,2,4
2021-12-21,3938.46,4058.82,3918.84,4020.26,0,2021,12,21,1,4
2021-12-20,3923.7,3980.1,3759.4,3933.84,0,2021,12,20,0,4
2021-12-19,3960.87,4018.66,3894.4,3922.59,0,2021,12,19,6,4
2021-12-18,3880.29,3993.83,3774.61,3960.86,0,2021,12,18,5,4
2021-12-17,3959.01,3992.79,3711.42,3879.49,0,2021,12,17,4,4
2021-12-16,4020.42,4110.37,3956.06,3962.47,0,2021,12,16,3,4
2021-12-15,3862.25,4086.37,3664.72,4018.39,0,2021,12,15,2,4
2021-12-14,3782.82,3866.63,3700.1,3745.44,0,2021,12,14,1,4
2021-12-13,4136.36,4145.96,3680.61,3784.23,0,2021,12,13,0,4
2021-12-12,4084.81,4173.61,3993.06,4134.45,0,2021,12,12,6,4
2021-12-11,3909.67,4095.65,3846.05,4084.45,0,2021,12,11,5,4
2021-12-10,4113.59,4227.11,3897.77,3908.5,0,2021,12,10,4,4
2021-12-09,4433.02,4482.31,4078.84,4119.82,0,2021,12,9,3,4
2021-12-08,4311.67,4453.11,4234.54,4439.36,0,2021,12,8,2,4
2021-12-07,4358.59,4428.59,4264.32,4315.06,0,2021,12,7,1,4
2021-12-06,4199.0,4375.52,3930.81,4358.74,0,2021,12,6,0,4
2021-12-05,4119.63,4246.92,4040.22,4198.32,0,2021,12,5,6,4
2021-12-04,4227.76,4242.73,3525.49,4119.59,0,2021,12,4,5,4
2021-12-03,4514.36,4647.29,4100.15,4220.71,0,2021,12,3,4,4
2021-12-02,4586.33,4628.92,4441.51,4511.3,0,2021,12,2,3,4
2021-12-01,4623.68,4780.73,4530.27,4586.99,0,2021,12,1,2,4
2021-11-30,4447.77,4753.27,4358.07,4631.48,0,2021,11,30,1,4
2021-11-29,4296.95,4460.85,4284.5,4445.1,0,2021,11,29,0,4
2021-11-28,4101.65,4297.92,3989.97,4294.45,0,2021,11,28,6,4
2021-11-27,4043.0,4187.68,4033.51,4096.91,0,2021,11,27,5,4
2021-11-26,4522.21,4550.84,3933.51,4030.91,0,2021,11,26,4,4
2021-11-25,4271.39,4550.52,4249.77,4274.74,0,2021,11,25,3,4
2021-11-24,4340.04,4376.88,4176.18,4239.98,0,2021,11,24,2,4
2021-11-23,4089.68,4385.48,4069.77,4340.76,0,2021,11,23,1,4
2021-11-22,4266.51,4302.02,4033.57,4088.46,0,2021,11,22,0,4
2021-11-21,4412.2,4422.49,4255.46,4269.73,0,2021,11,21,6,4
2021-11-20,4298.35,4434.39,4209.24,4409.93,0,2021,11,20,5,4
2021-11-19,3995.73,4311.71,3982.92,4298.31,0,2021,11,19,4,4
2021-11-18,4287.8,4343.56,3959.23,4000.65,0,2021,11,18,3,4
2021-11-17,4213.91,4300.31,4107.13,4287.59,0,2021,11,17,2,4
2021-11-16,4570.48,4891.7,4144.33,4216.37,0,2021,11,16,1,4
2021-11-15,4627.09,4764.64,4546.6,4557.5,0,2021,11,15,0,4
2021-11-14,4648.63,4689.84,4516.94,4626.36,0,2021,11,14,6,4
2021-11-13,4666.72,4702.12,4582.18,4651.46,0,2021,11,13,5,4
2021-11-12,4724.31,4808.74,4510.92,4667.12,0,2021,11,12,4,4
2021-11-11,4635.45,4778.06,4580.99,4730.38,0,2021,11,11,3,4
2021-11-10,4733.36,4859.5,4485.09,4636.17,0,2021,11,10,2,4
2021-11-09,4810.07,4837.59,4718.04,4735.07,0,2021,11,9,1,4
2021-11-08,4619.65,4822.36,4619.65,4812.09,0,2021,11,8,0,4
2021-11-07,4523.98,4640.92,4510.98,4620.55,0,2021,11,7,6,4
2021-11-06,4482.65,4531.0,4334.97,4521.58,0,2021,11,6,5,4
2021-11-05,4537.42,4570.9,4447.49,4486.24,0,2021,11,5,4,4
2021-11-04,4604.68,4606.52,4426.62,4537.32,0,2021,11,4,3,4
2021-11-03,4589.68,4664.91,4462.98,4607.19,0,2021,11,3,2,4
2021-11-02,4322.5,4599.95,4288.69,4584.8,0,2021,11,2,1,4
2021-11-01,4288.22,4377.32,4160.97,4324.63,0,2021,11,1,0,4
2021-10-31,4322.74,4394.45,4179.02,4288.07,0,2021,10,31,6,4
2021-10-30,4414.24,4426.85,4252.49,4325.65,0,2021,10,30,5,4
2021-10-29,4288.69,4455.74,4271.71,4414.75,0,2021,10,29,4,4
2021-10-28,3924.82,4293.15,3905.71,4287.32,0,2021,10,28,3,4
2021-10-27,4132.17,4299.15,3930.26,3930.26,0,2021,10,27,2,4
2021-10-26,4217.34,4289.13,4106.82,4131.1,0,2021,10,26,1,4
2021-10-25,4084.43,4236.67,4072.03,4217.88,0,2021,10,25,0,4
2021-10-24,4171.86,4185.73,3967.12,4087.9,0,2021,10,24,6,4
2021-10-23,3971.36,4171.66,3944.63,4171.66,0,2021,10,23,5,4
2021-10-22,4055.69,4162.98,3908.34,3970.18,0,2021,10,22,4,4
2021-10-21,4161.71,4366.09,4032.48,4054.32,0,2021,10,21,3,4
2021-10-20,3877.73,4167.47,3833.29,4155.99,0,2021,10,20,2,4
2021-10-19,3747.16,3883.93,3736.78,3877.65,0,2021,10,19,1,4
2021-10-18,3847.73,3888.21,3686.75,3748.76,0,2021,10,18,0,4
2021-10-17,3829.86,3914.9,3660.72,3847.1,0,2021,10,17,6,4
2021-10-16,3865.67,3962.45,3805.89,3830.38,0,2021,10,16,5,4
2021-10-15,3790.15,3895.47,3735.36,3862.63,0,2021,10,15,4,4
2021-10-14,3604.96,3819.26,3590.28,3786.01,0,2021,10,14,3,4
2021-10-13,3492.75,3607.74,3417.6,3606.2,0,2021,10,13,2,4
2021-10-12,3546.48,3546.48,3407.34,3492.57,0,2021,10,12,1,4
2021-10-11,3419.73,3622.29,3385.76,3545.35,0,2021,10,11,0,4
2021-10-10,3575.02,3603.24,3414.97,3425.85,0,2021,10,10,6,4
2021-10-09,3560.0,3628.24,3544.64,3575.72,0,2021,10,9,5,4
2021-10-08,3587.83,3667.96,3547.83,3563.76,0,2021,10,8,4,4
2021-10-07,3576.81,3650.01,3479.91,3587.97,0,2021,10,7,3,4
2021-10-06,3516.57,3622.55,3354.47,3580.56,0,2021,10,6,2,4
2021-10-05,3381.78,3541.45,3365.82,3518.52,0,2021,10,5,1,4
2021-10-04,3418.78,3434.78,3283.45,3380.09,0,2021,10,4,0,4
2021-10-03,3390.77,3484.61,3348.12,3418.36,0,2021,10,3,6,4
2021-10-02,3308.87,3464.84,3260.03,3391.69,0,2021,10,2,5,4
2021-10-01,3001.13,3329.85,2978.65,3307.52,0,2021,10,1,4,4
2021-09-30,2852.56,3046.52,2840.29,3001.68,0,2021,9,30,3,3
2021-09-29,2809.3,2946.88,2786.99,2853.14,0,2021,9,29,2,3
2021-09-28,2928.96,2970.77,2793.36,2807.3,0,2021,9,28,1,3
2021-09-27,3065.84,3163.67,2932.69,2934.14,0,2021,9,27,0,3
2021-09-26,2926.34,3114.86,2744.58,3062.27,0,2021,9,26,6,3
2021-09-25,2930.88,2968.99,2818.97,2925.57,0,2021,9,25,5,3
2021-09-24,3154.56,3159.64,2747.34,2931.67,0,2021,9,24,4,3
2021-09-23,3077.97,3173.54,3038.1,3155.52,0,2021,9,23,3,3
2021-09-22,2763.21,3089.08,2741.44,3077.87,0,2021,9,22,2,3
2021-09-21,2977.31,3101.7,2676.41,2764.43,0,2021,9,21,1,3
2021-09-20,3329.67,3343.33,2940.84,2958.99,0,2021,9,20,0,3
2021-09-19,3433.29,3448.32,3286.17,3329.45,0,2021,9,19,6,3
2021-09-18,3397.42,3540.81,3371.89,3432.02,0,2021,9,18,5,3
2021-09-17,3569.57,3589.31,3356.45,3398.54,0,2021,9,17,4,3
2021-09-16,3613.07,3673.31,3489.81,3571.29,0,2021,9,16,3,3
2021-09-15,3431.22,3615.28,3365.91,3615.28,0,2021,9,15,2,3
2021-09-14,3286.32,3429.17,3273.63,3429.17,0,2021,9,14,1,3
2021-09-13,3407.47,3426.5,3121.51,3285.51,0,2021,9,13,0,3
2021-09-12,3270.29,3462.47,3235.11,3410.13,0,2021,9,12,6,3
2021-09-11,3209.03,3346.53,3208.96,3270.28,0,2021,9,11,5,3
2021-09-10,3425.56,3512.57,3157.06,3211.51,0,2021,9,10,4,3
2021-09-09,3452.55,3562.99,3400.52,3427.34,0,2021,9,9,3,3
2021-09-08,3428.38,3559.12,3224.76,3497.32,0,2021,9,8,2,3
2021-09-07,3926.53,3945.31,3062.22,3426.39,0,2021,9,7,1,3
2021-09-06,3951.52,3968.43,3868.99,3928.38,0,2021,9,6,0,3
2021-09-05,3886.33,3979.19,3838.49,3952.13,0,2021,9,5,6,3
2021-09-04,3937.91,3969.45,3837.93,3887.83,0,2021,9,4,5,3
2021-09-03,3787.49,4022.47,3712.68,3940.61,0,2021,9,3,4,3
2021-09-02,3825.03,3830.71,3726.75,3790.99,0,2021,9,2,3,3
2021-09-01,3430.76,3836.87,3387.41,3834.83,0,2021,9,1,2,3
2021-08-31,3227.76,3466.99,3195.22,3433.73,0,2021,8,31,1,3
2021-08-30,3227.19,3346.58,3151.44,3224.37,0,2021,8,30,0,3
2021-08-29,3246.77,3283.24,3158.84,3227.0,0,2021,8,29,6,3
2021-08-28,3275.1,3284.85,3217.4,3244.4,0,2021,8,28,5,3
2021-08-27,3096.41,3281.84,3064.49,3270.6,0,2021,8,27,4,3
2021-08-26,3228.75,3249.66,3060.23,3100.33,0,2021,8,26,3,3
2021-08-25,3174.27,3248.73,3086.11,3224.92,0,2021,8,25,2,3
2021-08-24,3324.86,3358.69,3154.12,3172.46,0,2021,8,24,1,3
2021-08-23,3241.36,3373.38,3235.85,3319.26,0,2021,8,23,0,3
2021-08-22,3226.23,3272.73,3142.01,3242.12,0,2021,8,22,6,3
2021-08-21,3286.93,3307.35,3209.87,3226.08,0,2021,8,21,5,3
2021-08-20,3182.16,3298.25,3178.1,3286.94,0,2021,8,20,4,3
2021-08-19,3019.13,3184.44,2963.15,3182.7,0,2021,8,19,3,3
2021-08-18,3011.96,3124.98,2959.03,3020.09,0,2021,8,18,2,3
2021-08-17,3149.38,3288.81,2996.47,3014.85,0,2021,8,17,1,3
2021-08-16,3309.42,3333.99,3139.78,3156.51,0,2021,8,16,0,3
2021-08-15,3266.28,3320.08,3117.79,3310.5,0,2021,8,15,6,3
2021-08-14,3322.76,3329.28,3214.52,3265.44,0,2021,8,14,5,3
2021-08-13,3049.0,3324.67,3037.68,3322.21,0,2021,8,13,4,3
2021-08-12,3164.18,3236.31,2984.17,3043.41,0,2021,8,12,3,3
2021-08-11,3142.83,3269.21,3122.92,3164.25,0,2021,8,11,2,3
2021-08-10,3163.05,3228.94,3059.23,3141.69,0,2021,8,10,1,3
2021-08-09,3012.89,3185.7,2900.93,3167.86,0,2021,8,9,0,3
2021-08-08,3161.23,3184.6,2951.75,3013.73,0,2021,8,8,6,3
2021-08-07,2891.71,3170.23,2868.54,3157.24,0,2021,8,7,5,3
2021-08-06,2827.5,2944.9,2727.79,2890.94,0,2021,8,6,4,3
2021-08-05,2725.67,2840.43,2540.68,2827.33,0,2021,8,5,3,3
2021-08-04,2508.54,2764.44,2463.47,2724.62,0,2021,8,4,2,3
2021-08-03,2609.41,2630.31,2449.35,2502.35,0,2021,8,3,1,3
2021-08-02,2557.77,2665.73,2511.38,2610.15,0,2021,8,2,0,3
2021-08-01,2530.46,2695.43,2520.93,2561.85,0,2021,8,1,6,3
2021-07-31,2461.58,2551.16,2423.82,2536.21,0,2021,7,31,5,3
2021-07-30,2382.55,2469.7,2322.34,2466.96,0,2021,7,30,4,3
2021-07-29,2299.01,2396.45,2273.4,2380.96,0,2021,7,29,3,3
2021-07-28,2302.08,2341.78,2250.91,2296.55,0,2021,7,28,2,3
